Contig	Start	End	Strand	Pos
NZ_CP085987.1	1273309	1273953	-1	1263
NZ_CP085987.1	1273957	1274265	-1	1264
NZ_CP085987.1	1274269	1274727	-1	1265
NZ_CP085987.1	1274724	1275071	-1	1266
NZ_CP085987.1	1275082	1275831	-1	1267
NZ_CP085987.1	1275834	1276811	-1	1268
NZ_CP085987.1	1276902	1277222	-1	1269
NZ_CP085987.1	1277590	1278024	1	1270
NZ_CP085987.1	1278564	1278851	1	1271
NZ_CP085987.1	1278978	1282178	1	1272
NZ_CP085987.1	1282189	1283298	1	1273
NZ_CP085987.1	1283341	1283580	1	1274
NZ_CP085987.1	1283621	1283869	1	1275
NZ_CP085987.1	1283914	1285206	1	1276
NZ_CP085987.1	1285401	1286603	1	1277
NZ_CP085987.1	1286681	1288117	-1	1278
NZ_CP085987.1	1288362	1289576	-1	1279
NZ_CP085987.1	1289893	1290354	1	1280
NZ_CP085987.1	1290555	1291955	1	1281
NZ_CP085987.1	1292120	1292272	-1	1282
NZ_CP085987.1	1292562	1293653	1	1283
NZ_CP085987.1	1293838	1295028	1	1284
NZ_CP085987.1	1295090	1295737	-1	1285
NZ_CP085987.1	1295765	1296313	-1	1286
NZ_CP085987.1	1296573	1298414	-1	1287
NZ_CP085987.1	1298759	1303225	-1	1288
NZ_CP085987.1	1303225	1303929	-1	1289
NZ_CP085987.1	1303910	1305232	-1	1290
NZ_CP085987.1	1305225	1306028	-1	1291
NZ_CP085987.1	1306164	1306940	1	1292
NZ_CP085987.1	1306920	1307813	-1	1293
NZ_CP085987.1	1308024	1308770	-1	1294
NZ_CP085987.1	1308767	1308949	-1	1295
NZ_CP085987.1	1309001	1310233	-1	1296
NZ_CP085987.1	1310277	1311254	-1	1297
NZ_CP085987.1	1311251	1312999	-1	1298
NZ_CP085987.1	1313036	1315300	-1	1299
NZ_CP085987.1	1315530	1315814	-1	1300
NZ_CP085987.1	1315970	1317643	-1	1301
NZ_CP085987.1	1317757	1318440	-1	1302
NZ_CP085987.1	1318613	1319374	-1	1303
NZ_CP085987.1	1319517	1320800	-1	1304
NZ_CP085987.1	1320871	1321959	-1	1305
NZ_CP085987.1	1322145	1322837	-1	1306
NZ_CP085987.1	1322899	1324734	1	1307
NZ_CP085987.1	1325139	1325996	1	1308
NZ_CP085987.1	1326056	1328338	1	1309
NZ_CP085987.1	1328414	1329373	-1	1310
NZ_CP085987.1	1329663	1329830	1	1311
NZ_CP085987.1	1329949	1330746	1	1312
NZ_CP085987.1	1331039	1332460	-1	1313
NZ_CP085987.1	1332678	1333826	-1	1314
NZ_CP085987.1	1334176	1335039	-1	1315
NZ_CP085987.1	1335041	1335658	-1	1316
NZ_CP085987.1	1335669	1338113	-1	1317
NZ_CP085987.1	1338350	1339642	-1	1318
NZ_CP085987.1	1339901	1341244	-1	1319
NZ_CP085987.1	1341254	1341865	-1	1320
NZ_CP085987.1	1342008	1346063	-1	1321
NZ_CP085987.1	1346198	1346692	-1	1322
NZ_CP085987.1	1347238	1348206	1	1323
NZ_CP085987.1	1348320	1350086	1	1324
NZ_CP085987.1	1350087	1351808	1	1325
NZ_CP085987.1	1351853	1352557	1	1326
NZ_CP085987.1	1352869	1353087	1	1327
NZ_CP085987.1	1353178	1354089	-1	1328
NZ_CP085987.1	1354198	1355058	1	1329
NZ_CP085987.1	1355078	1355755	1	1330
NZ_CP085987.1	1356092	1356493	1	1331
NZ_CP085987.1	1356664	1357347	1	1332
NZ_CP085987.1	1357810	1358268	-1	1333
NZ_CP085987.1	1358460	1360736	-1	1334
NZ_CP085987.1	1360767	1361087	-1	1335
NZ_CP085987.1	1361411	1361632	1	1336
NZ_CP085987.1	1361762	1363708	-1	1337
NZ_CP085987.1	1363705	1364823	-1	1338
NZ_CP085987.1	1364969	1365919	1	1339
NZ_CP085987.1	1365916	1367574	-1	1340
NZ_CP085987.1	1367776	1368675	1	1341
NZ_CP085987.1	1368819	1370471	1	1342
NZ_CP085987.1	1370483	1371451	1	1343
NZ_CP085987.1	1371609	1373327	1	1344
NZ_CP085987.1	1373366	1374367	1	1345
NZ_CP085987.1	1374378	1375811	1	1346
NZ_CP085987.1	1375907	1376920	1	1347
NZ_CP085987.1	1376917	1377747	-1	1348
NZ_CP085987.1	1377744	1378067	-1	1349
NZ_CP085987.1	1378195	1378710	1	1350
NZ_CP085987.1	1378940	1379668	1	1351
NZ_CP085987.1	1379686	1380417	1	1352
NZ_CP085987.1	1380424	1381140	1	1353
NZ_CP085987.1	1381140	1381808	1	1354
NZ_CP085987.1	1382045	1382776	1	1355
NZ_CP085987.1	1382995	1384482	-1	1356
NZ_CP085987.1	1384492	1384812	-1	1357
NZ_CP085987.1	1384842	1386185	-1	1358
NZ_CP085987.1	1386468	1387598	-1	1359
NZ_CP085987.1	1387641	1388042	-1	1360
NZ_CP085987.1	1388188	1389033	-1	1361
NZ_CP085987.1	1389030	1389983	-1	1362
NZ_CP085987.1	1389993	1391126	-1	1363
NZ_CP085987.1	1391214	1392329	-1	1364
NZ_CP085987.1	1392675	1393151	-1	1365
NZ_CP085987.1	1393248	1394150	-1	1366
NZ_CP085987.1	1394208	1394930	-1	1367
NZ_CP085987.1	1394914	1395204	-1	1368
NZ_CP085987.1	1395374	1395637	1	1369
NZ_CP085987.1	1395669	1396046	-1	1370
NZ_CP085987.1	1396317	1398002	1	1371
NZ_CP085987.1	1398119	1398739	-1	1372
NZ_CP085987.1	1398907	1400118	1	1373
NZ_CP085987.1	1400115	1400930	1	1374
NZ_CP085987.1	1400984	1402216	-1	1375
NZ_CP085987.1	1402463	1403137	1	1376
NZ_CP085987.1	1403209	1403967	1	1377
NZ_CP085987.1	1404012	1405082	-1	1378
NZ_CP085987.1	1405458	1406084	1	1379
NZ_CP085987.1	1406081	1406761	-1	1380
NZ_CP085987.1	1407108	1407533	1	1381
NZ_CP085987.1	1407798	1408688	1	1382
NZ_CP085987.1	1408694	1410379	-1	1383
NZ_CP085987.1	1410612	1410803	-1	1384
NZ_CP085987.1	1410828	1411991	-1	1385
NZ_CP085987.1	1412055	1412252	-1	1386
NZ_CP085987.1	1412285	1413232	-1	1387
NZ_CP085987.1	1413243	1413992	-1	1388
NZ_CP085987.1	1414015	1414530	-1	1389
NZ_CP085987.1	1415001	1415141	-1	1390
NZ_CP085987.1	1415243	1415626	-1	1391
NZ_CP085987.1	1415857	1417182	1	1392
NZ_CP085987.1	1417273	1418184	-1	1393
NZ_CP085987.1	1418187	1419107	-1	1394
NZ_CP085987.1	1419168	1420706	-1	1395
NZ_CP085987.1	1420739	1422610	-1	1396
NZ_CP085987.1	1422621	1423562	-1	1397
NZ_CP085987.1	1423765	1425000	1	1398
NZ_CP085987.1	1425000	1425749	1	1399
NZ_CP085987.1	1426027	1426926	1	1400
NZ_CP085987.1	1426932	1429364	1	1401
NZ_CP085987.1	1429442	1430251	-1	1402
NZ_CP085987.1	1430513	1431778	1	1403
NZ_CP085987.1	1432172	1432702	1	1404
NZ_CP085987.1	1432731	1433627	-1	1405
NZ_CP085987.1	1434083	1435675	-1	1406
NZ_CP085987.1	1435894	1436814	1	1407
NZ_CP085987.1	1436858	1437970	-1	1408
NZ_CP085987.1	1437967	1438440	-1	1409
NZ_CP085987.1	1438626	1438754	1	1410
NZ_CP085987.1	1439019	1440599	1	1411
NZ_CP085987.1	1440662	1441177	-1	1412
NZ_CP085987.1	1441531	1442418	1	1413
NZ_CP085987.1	1442721	1443224	1	1414
NZ_CP085987.1	1443701	1444447	1	1415
NZ_CP085987.1	1444591	1445250	1	1416
NZ_CP085987.1	1445247	1445969	1	1417
NZ_CP085987.1	1446088	1448310	1	1418
NZ_CP085987.1	1448307	1449233	-1	1419
NZ_CP085987.1	1449438	1449704	1	1420
NZ_CP085987.1	1449989	1450249	1	1421
NZ_CP085987.1	1450405	1451379	-1	1422
NZ_CP085987.1	1451409	1453553	-1	1423
NZ_CP085987.1	1453761	1455125	-1	1424
NZ_CP085987.1	1455355	1456029	1	1425
NZ_CP085987.1	1456029	1457024	1	1426
NZ_CP085987.1	1457017	1458753	1	1427
NZ_CP085987.1	1458746	1459876	1	1428
NZ_CP085987.1	1459992	1461098	1	1429
NZ_CP085987.1	1461060	1461470	-1	1430
NZ_CP085987.1	1461603	1462361	1	1431
NZ_CP085987.1	1462358	1463599	1	1432
NZ_CP085987.1	1463599	1464561	1	1433
NZ_CP085987.1	1464564	1464956	-1	1434
NZ_CP085987.1	1465000	1465125	-1	1435
NZ_CP085987.1	1465133	1465735	-1	1436
NZ_CP085987.1	1465765	1466286	-1	1437
NZ_CP085987.1	1466682	1467140	-1	1438
NZ_CP085987.1	1467097	1467279	-1	1439
NZ_CP085987.1	1467330	1468034	-1	1440
NZ_CP085987.1	1468082	1468534	-1	1441
NZ_CP085987.1	1468536	1468781	-1	1442
NZ_CP085987.1	1468774	1469217	-1	1443
NZ_CP085987.1	1469262	1469774	-1	1444
NZ_CP085987.1	1469796	1470818	-1	1445
NZ_CP085987.1	1471182	1472090	1	1446
NZ_CP085987.1	1472182	1474479	-1	1447
NZ_CP085987.1	1474969	1476990	-1	1448
NZ_CP085987.1	1477641	1478327	-1	1449
NZ_CP085987.1	1478320	1479075	-1	1450
NZ_CP085987.1	1479059	1480216	-1	1451
NZ_CP085987.1	1480213	1481253	-1	1452
NZ_CP085987.1	1481340	1482629	1	1453
NZ_CP085987.1	1482687	1483163	1	1454
NZ_CP085987.1	1483248	1484768	-1	1455
NZ_CP085987.1	1484770	1486455	-1	1456
NZ_CP085987.1	1486652	1487377	-1	1457
NZ_CP085987.1	1487422	1488363	-1	1458
NZ_CP085987.1	1488360	1489529	-1	1459
NZ_CP085987.1	1489821	1491104	1	1460
NZ_CP085987.1	1491248	1492243	-1	1461
NZ_CP085987.1	1492407	1493225	1	1462
NZ_CP085987.1	1493226	1494284	-1	1463
NZ_CP085987.1	1494287	1494976	-1	1464
NZ_CP085987.1	1494976	1495749	-1	1465
NZ_CP085987.1	1495916	1496065	-1	1466
NZ_CP085987.1	1496194	1496982	1	1467
NZ_CP085987.1	1497050	1498525	1	1468
NZ_CP085987.1	1498696	1499604	1	1469
NZ_CP085987.1	1499827	1500843	1	1470
NZ_CP085987.1	1500854	1501900	1	1471
NZ_CP085987.1	1501903	1503051	1	1472
NZ_CP085987.1	1503045	1504085	1	1473
NZ_CP085987.1	1504309	1505061	1	1474
NZ_CP085987.1	1505152	1505928	-1	1475
NZ_CP085987.1	1505928	1507007	-1	1476
NZ_CP085987.1	1507387	1508085	-1	1477
NZ_CP085987.1	1508204	1509505	-1	1478
NZ_CP085987.1	1509518	1511293	-1	1479
NZ_CP085987.1	1511309	1511554	-1	1480
NZ_CP085987.1	1511604	1512872	-1	1481
NZ_CP085987.1	1513152	1514078	1	1482
NZ_CP085987.1	1514079	1514969	-1	1483
NZ_CP085987.1	1515099	1515944	1	1484
NZ_CP085987.1	1515959	1516504	1	1485
NZ_CP085987.1	1516598	1517650	-1	1486
NZ_CP085987.1	1517970	1518356	1	1487
NZ_CP085987.1	1518467	1519405	1	1488
NZ_CP085987.1	1519402	1520121	-1	1489
NZ_CP085987.1	1520146	1521189	-1	1490
NZ_CP085987.1	1522654	1523442	-1	1491
NZ_CP085987.1	1523452	1523976	-1	1492
NZ_CP085987.1	1524011	1525303	-1	1493
NZ_CP085987.1	1525427	1526650	-1	1494
NZ_CP085987.1	1526715	1527143	-1	1495
NZ_CP085987.1	1527147	1527839	-1	1496
NZ_CP085987.1	1527836	1528240	-1	1497
NZ_CP085987.1	1528469	1528750	-1	1498
NZ_CP085987.1	1528887	1529000	-1	1499
NZ_CP085987.1	1529015	1530154	-1	1500
NZ_CP085987.1	1530170	1531738	-1	1501
NZ_CP085987.1	1533167	1533292	-1	1502
NZ_CP085987.1	1533321	1534190	-1	1503
NZ_CP085987.1	1534190	1535356	-1	1504
NZ_CP085987.1	1535498	1536706	-1	1505
NZ_CP085987.1	1536721	1539522	-1	1506
NZ_CP085987.1	1540046	1540762	-1	1507
NZ_CP085987.1	1540779	1542545	-1	1508
NZ_CP085987.1	1542545	1542892	-1	1509
NZ_CP085987.1	1542886	1543290	-1	1510
NZ_CP085987.1	1543684	1543929	-1	1511
NZ_CP085987.1	1544030	1545313	1	1512
NZ_CP085987.1	1545450	1546496	1	1513
NZ_CP085987.1	1546551	1547342	-1	1514
NZ_CP085987.1	1547391	1547528	-1	1515
NZ_CP085987.1	1547596	1549212	-1	1516
NZ_CP085987.1	1549441	1549716	1	1517
NZ_CP085987.1	1549761	1550138	1	1518
NZ_CP085987.1	1550326	1551159	-1	1519
NZ_CP085987.1	1551352	1553130	-1	1520
NZ_CP085987.1	1553224	1553934	-1	1521
NZ_CP085987.1	1553938	1554708	-1	1522
NZ_CP085987.1	1554837	1555970	-1	1523
NZ_CP085987.1	1555983	1556876	-1	1524
NZ_CP085987.1	1556876	1558027	-1	1525
NZ_CP085987.1	1558313	1559053	-1	1526
NZ_CP085987.1	1559055	1559276	-1	1527
NZ_CP085987.1	1559850	1560416	-1	1528
NZ_CP085987.1	1560931	1561665	-1	1529
NZ_CP085987.1	1561655	1562587	-1	1530
NZ_CP085987.1	1562581	1563237	-1	1531
NZ_CP085987.1	1563253	1563996	-1	1532
NZ_CP085987.1	1564325	1565806	1	1533
NZ_CP085987.1	1565845	1567266	-1	1534
NZ_CP085987.1	1567377	1567583	-1	1535
NZ_CP085987.1	1568009	1569688	1	1536
NZ_CP085987.1	1569709	1571757	1	1537
NZ_CP085987.1	1571766	1572350	1	1538
NZ_CP085987.1	1572347	1575031	1	1539
NZ_CP085987.1	1575028	1575705	1	1540
NZ_CP085987.1	1575983	1576087	1	1541
NZ_CP085987.1	1576467	1578665	1	1542
NZ_CP085987.1	1578662	1579981	1	1543
NZ_CP085987.1	1580046	1580531	1	1544
NZ_CP085987.1	1580646	1582286	-1	1545
NZ_CP085987.1	1582311	1582853	-1	1546
NZ_CP085987.1	1583038	1583808	1	1547
NZ_CP085987.1	1583942	1584235	1	1548
NZ_CP085987.1	1584386	1584916	1	1549
NZ_CP085987.1	1585198	1585650	1	1550
NZ_CP085987.1	1585765	1586691	1	1551
NZ_CP085987.1	1586789	1588192	1	1552
NZ_CP085987.1	1588179	1589318	1	1553
NZ_CP085987.1	1589369	1590673	1	1554
NZ_CP085987.1	1590722	1591054	-1	1555
NZ_CP085987.1	1591104	1592510	-1	1556
NZ_CP085987.1	1592956	1594623	-1	1557
NZ_CP085987.1	1594834	1596786	-1	1558
NZ_CP085987.1	1597113	1597913	1	1559
NZ_CP085987.1	1597913	1599127	1	1560
NZ_CP085987.1	1599132	1600352	1	1561
NZ_CP085987.1	1600399	1601151	1	1562
NZ_CP085987.1	1601441	1603105	1	1563
NZ_CP085987.1	1604223	1604747	1	1564
NZ_CP085987.1	1604814	1605989	-1	1565
NZ_CP085987.1	1606133	1607557	1	1566
NZ_CP085987.1	1607762	1608808	1	1567
NZ_CP085987.1	1608805	1609278	1	1568
NZ_CP085987.1	1609436	1610314	1	1569
NZ_CP085987.1	1610283	1611872	1	1570
NZ_CP085987.1	1612227	1613135	1	1571
NZ_CP085987.1	1613295	1614035	1	1572
NZ_CP085987.1	1614035	1614709	1	1573
NZ_CP085987.1	1614709	1615434	1	1574
NZ_CP085987.1	1615551	1616486	1	1575
NZ_CP085987.1	1616518	1617756	1	1576
NZ_CP085987.1	1617832	1619511	1	1577
NZ_CP085987.1	1619533	1621005	-1	1578
NZ_CP085987.1	1621002	1621697	-1	1579
NZ_CP085987.1	1621709	1623142	-1	1580
NZ_CP085987.1	1623139	1623846	-1	1581
NZ_CP085987.1	1623971	1624966	1	1582
NZ_CP085987.1	1625005	1625478	-1	1583
NZ_CP085987.1	1625571	1627499	-1	1584
NZ_CP085987.1	1627567	1628520	-1	1585
NZ_CP085987.1	1628570	1629820	-1	1586
NZ_CP085987.1	1629759	1630049	-1	1587
NZ_CP085987.1	1630337	1632919	1	1588
NZ_CP085987.1	1632934	1633524	1	1589
NZ_CP085987.1	1633524	1634555	1	1590
NZ_CP085987.1	1634548	1635198	1	1591
NZ_CP085987.1	1635173	1636267	-1	1592
NZ_CP085987.1	1636364	1636972	1	1593
NZ_CP085987.1	1637301	1637618	1	1594
NZ_CP085987.1	1637622	1638089	1	1595
NZ_CP085987.1	1638120	1640021	1	1596
NZ_CP085987.1	1640024	1641136	1	1597
NZ_CP085987.1	1641147	1642292	1	1598
NZ_CP085987.1	1642432	1643643	1	1599
NZ_CP085987.1	1643752	1644015	1	1600
NZ_CP085987.1	1644115	1644756	1	1601
NZ_CP085987.1	1645058	1646011	1	1602
NZ_CP085987.1	1646217	1647182	1	1603
NZ_CP085987.1	1647268	1647471	-1	1604
NZ_CP085987.1	1647600	1648388	-1	1605
NZ_CP085987.1	1648479	1648862	1	1606
NZ_CP085987.1	1648920	1649129	-1	1607
NZ_CP085987.1	1649317	1649889	-1	1608
NZ_CP085987.1	1650268	1651653	1	1609
NZ_CP085987.1	1651707	1652387	-1	1610
NZ_CP085987.1	1652356	1654017	-1	1611
NZ_CP085987.1	1654402	1655478	1	1612
NZ_CP085987.1	1655475	1655771	1	1613
NZ_CP085987.1	1655768	1656676	1	1614
NZ_CP085987.1	1656686	1658215	1	1615
NZ_CP085987.1	1658219	1658770	1	1616
NZ_CP085987.1	1658742	1659638	1	1617
NZ_CP085987.1	1659676	1661139	1	1618
NZ_CP085987.1	1661249	1662055	1	1619
NZ_CP085987.1	1662290	1662700	1	1620
NZ_CP085987.1	1662783	1664021	-1	1621
NZ_CP085987.1	1664244	1664672	1	1622
NZ_CP085987.1	1664740	1665507	-1	1623
NZ_CP085987.1	1665507	1666064	-1	1624
NZ_CP085987.1	1666061	1668340	-1	1625
NZ_CP085987.1	1668333	1668893	-1	1626
NZ_CP085987.1	1669225	1670790	-1	1627
NZ_CP085987.1	1671032	1671595	-1	1628
NZ_CP085987.1	1672036	1672782	1	1629
NZ_CP085987.1	1673099	1674001	1	1630
NZ_CP085987.1	1674167	1675402	1	1631
NZ_CP085987.1	1675375	1675992	1	1632
NZ_CP085987.1	1675993	1677153	-1	1633
NZ_CP085987.1	1677280	1678368	1	1634
NZ_CP085987.1	1678404	1678601	-1	1635
NZ_CP085987.1	1678665	1680770	-1	1636
NZ_CP085987.1	1680952	1681365	-1	1637
NZ_CP085987.1	1681368	1682123	-1	1638
NZ_CP085987.1	1682123	1682980	-1	1639
NZ_CP085987.1	1682994	1684604	-1	1640
NZ_CP085987.1	1684614	1685789	-1	1641
NZ_CP085987.1	1686098	1687054	1	1642
NZ_CP085987.1	1687117	1688361	-1	1643
NZ_CP085987.1	1688472	1689479	1	1644
NZ_CP085987.1	1689479	1690468	1	1645
NZ_CP085987.1	1690465	1691259	1	1646
NZ_CP085987.1	1691312	1692448	-1	1647
NZ_CP085987.1	1692698	1696582	-1	1648
NZ_CP085987.1	1696579	1696797	-1	1649
NZ_CP085987.1	1696828	1698042	-1	1650
NZ_CP085987.1	1698231	1700486	1	1651
NZ_CP085987.1	1700532	1701236	1	1652
NZ_CP085987.1	1701248	1702366	1	1653
NZ_CP085987.1	1702433	1702681	1	1654
NZ_CP085987.1	1702687	1703028	-1	1655
NZ_CP085987.1	1703573	1703854	1	1656
NZ_CP085987.1	1703854	1704222	1	1657
NZ_CP085987.1	1704319	1704972	1	1658
NZ_CP085987.1	1705172	1705621	1	1659
NZ_CP085987.1	1705599	1706069	1	1660
NZ_CP085987.1	1706084	1706827	1	1661
NZ_CP085987.1	1706830	1707684	1	1662
NZ_CP085987.1	1707699	1708760	1	1663
NZ_CP085987.1	1708827	1709813	1	1664
NZ_CP085987.1	1709941	1712670	-1	1665
NZ_CP085987.1	1712837	1714807	-1	1666
NZ_CP085987.1	1715118	1716365	1	1667
NZ_CP085987.1	1716407	1717801	-1	1668
NZ_CP085987.1	1718127	1719302	1	1669
NZ_CP085987.1	1719381	1719941	-1	1670
NZ_CP085987.1	1719954	1720190	-1	1671
NZ_CP085987.1	1720347	1721672	-1	1672
NZ_CP085987.1	1721888	1722742	1	1673
NZ_CP085987.1	1723081	1723410	1	1674
NZ_CP085987.1	1724278	1724640	1	1675
NZ_CP085987.1	1724637	1725563	1	1676
NZ_CP085987.1	1725556	1727196	1	1677
NZ_CP085987.1	1727253	1727411	-1	1678
NZ_CP085987.1	1727583	1727801	1	1679
NZ_CP085987.1	1727978	1728250	1	1680
NZ_CP085987.1	1728698	1729294	1	1681
NZ_CP085987.1	1729459	1729767	1	1682
NZ_CP085987.1	1729786	1730508	1	1683
NZ_CP085987.1	1731112	1731744	1	1684
NZ_CP085987.1	1731790	1732308	-1	1685
NZ_CP085987.1	1732318	1733325	-1	1686
NZ_CP085987.1	1733340	1735952	-1	1687
NZ_CP085987.1	1735983	1736675	-1	1688
NZ_CP085987.1	1736719	1737252	-1	1689
NZ_CP085987.1	1737328	1737885	-1	1690
NZ_CP085987.1	1738432	1739298	1	1691
NZ_CP085987.1	1739300	1739512	1	1692
NZ_CP085987.1	1739640	1740185	1	1693
NZ_CP085987.1	1740178	1740615	1	1694
NZ_CP085987.1	1740612	1741436	1	1695
NZ_CP085987.1	1741480	1742865	-1	1696
NZ_CP085987.1	1743038	1743532	1	1697
NZ_CP085987.1	1743535	1744257	1	1698
NZ_CP085987.1	1744375	1744884	1	1699
NZ_CP085987.1	1744881	1745948	1	1700
NZ_CP085987.1	1745989	1746882	-1	1701
NZ_CP085987.1	1746886	1747695	-1	1702
NZ_CP085987.1	1747707	1748966	-1	1703
NZ_CP085987.1	1748976	1750640	-1	1704
NZ_CP085987.1	1750971	1752020	1	1705
NZ_CP085987.1	1752042	1753277	1	1706
NZ_CP085987.1	1753288	1754073	1	1707
NZ_CP085987.1	1754153	1755301	-1	1708
NZ_CP085987.1	1755324	1756622	-1	1709
NZ_CP085987.1	1756681	1758042	-1	1710
NZ_CP085987.1	1758121	1759575	-1	1711
NZ_CP085987.1	1759671	1760918	-1	1712
NZ_CP085987.1	1760984	1761862	-1	1713
NZ_CP085987.1	1761963	1762739	-1	1714
NZ_CP085987.1	1762752	1764533	-1	1715
NZ_CP085987.1	1764618	1765436	-1	1716
NZ_CP085987.1	1765515	1765997	-1	1717
NZ_CP085987.1	1766224	1767150	1	1718
NZ_CP085987.1	1767220	1768314	1	1719
NZ_CP085987.1	1768353	1769012	-1	1720
NZ_CP085987.1	1769005	1770021	-1	1721
NZ_CP085987.1	1770058	1770888	-1	1722
NZ_CP085987.1	1771145	1772278	-1	1723
NZ_CP085987.1	1772363	1772467	-1	1724
NZ_CP085987.1	1772464	1772940	-1	1725
NZ_CP085987.1	1772970	1774877	-1	1726
NZ_CP085987.1	1774874	1775560	-1	1727
NZ_CP085987.1	1775561	1776145	1	1728
NZ_CP085987.1	1776300	1777070	1	1729
NZ_CP085987.1	1777130	1777984	1	1730
NZ_CP085987.1	1778070	1778849	-1	1731
NZ_CP085987.1	1778836	1779513	-1	1732
NZ_CP085987.1	1779660	1780577	1	1733
NZ_CP085987.1	1780574	1781026	1	1734
NZ_CP085987.1	1781027	1781443	-1	1735
NZ_CP085987.1	1781553	1784054	1	1736
NZ_CP085987.1	1784208	1785035	1	1737
NZ_CP085987.1	1785121	1785915	1	1738
NZ_CP085987.1	1786117	1786596	1	1739
NZ_CP085987.1	1786713	1788365	-1	1740
NZ_CP085987.1	1788538	1789758	1	1741
NZ_CP085987.1	1789770	1789895	-1	1742
NZ_CP085987.1	1789973	1791649	1	1743
NZ_CP085987.1	1791698	1793047	-1	1744
NZ_CP085987.1	1793155	1794126	1	1745
NZ_CP085987.1	1794123	1795085	-1	1746
NZ_CP085987.1	1795314	1795958	-1	1747
NZ_CP085987.1	1796199	1798073	-1	1748
NZ_CP085987.1	1798184	1798789	-1	1749
NZ_CP085987.1	1798789	1799118	-1	1750
NZ_CP085987.1	1799164	1801092	-1	1751
NZ_CP085987.1	1801206	1801757	-1	1752
NZ_CP085987.1	1801910	1802287	-1	1753
NZ_CP085987.1	1802368	1802883	1	1754
NZ_CP085987.1	1802897	1803064	1	1755
NZ_CP085987.1	1803134	1804069	1	1756
NZ_CP085987.1	1804111	1807473	-1	1757
NZ_CP085987.1	1807592	1808245	-1	1758
NZ_CP085987.1	1808387	1809580	1	1759
NZ_CP085987.1	1809603	1812752	1	1760
NZ_CP085987.1	1813248	1813622	1	1761
NZ_CP085987.1	1813650	1813868	1	1762
NZ_CP085987.1	1814047	1814598	1	1763
NZ_CP085987.1	1814715	1815185	1	1764
NZ_CP085987.1	1815387	1815647	-1	1765
NZ_CP085987.1	1815872	1817422	1	1766
NZ_CP085987.1	1817731	1818042	1	1767
NZ_CP085987.1	1818075	1818644	-1	1768
NZ_CP085987.1	1818859	1819719	1	1769
NZ_CP085987.1	1819819	1821105	-1	1770
NZ_CP085987.1	1821137	1821475	-1	1771
NZ_CP085987.1	1821688	1823469	-1	1772
NZ_CP085987.1	1823462	1825234	-1	1773
NZ_CP085987.1	1825275	1825733	-1	1774
NZ_CP085987.1	1825846	1826901	1	1775
NZ_CP085987.1	1827017	1827475	-1	1776
NZ_CP085987.1	1827432	1827665	-1	1777
NZ_CP085987.1	1827662	1828480	-1	1778
NZ_CP085987.1	1828581	1830281	1	1779
NZ_CP085987.1	1830346	1831041	1	1780
NZ_CP085987.1	1831147	1831545	-1	1781
NZ_CP085987.1	1831649	1832023	-1	1782
NZ_CP085987.1	1832173	1834044	-1	1783
NZ_CP085987.1	1834335	1834607	-1	1784
NZ_CP085987.1	1834816	1837170	-1	1785
NZ_CP085987.1	1837356	1838627	-1	1786
NZ_CP085987.1	1838879	1839502	-1	1787
NZ_CP085987.1	1839749	1841047	-1	1788
NZ_CP085987.1	1841394	1841708	-1	1789
NZ_CP085987.1	1841961	1842593	1	1790
NZ_CP085987.1	1842631	1844112	1	1791
NZ_CP085987.1	1844565	1845521	1	1792
NZ_CP085987.1	1845532	1847523	1	1793
NZ_CP085987.1	1847513	1848127	1	1794
NZ_CP085987.1	1848127	1848456	1	1795
NZ_CP085987.1	1848468	1849358	1	1796
NZ_CP085987.1	1849440	1850933	-1	1797
NZ_CP085987.1	1850945	1852456	-1	1798
NZ_CP085987.1	1852993	1854357	1	1799
NZ_CP085987.1	1854404	1854895	-1	1800
NZ_CP085987.1	1855021	1855932	1	1801
NZ_CP085987.1	1855895	1856485	1	1802
NZ_CP085987.1	1856582	1857391	-1	1803
NZ_CP085987.1	1857401	1858504	-1	1804
NZ_CP085987.1	1858644	1859363	1	1805
NZ_CP085987.1	1859561	1860574	1	1806
NZ_CP085987.1	1860580	1861689	1	1807
NZ_CP085987.1	1861692	1862552	1	1808
NZ_CP085987.1	1862555	1863352	1	1809
NZ_CP085987.1	1863396	1864844	-1	1810
NZ_CP085987.1	1865054	1865296	1	1811
NZ_CP085987.1	1865297	1866196	1	1812
NZ_CP085987.1	1866220	1868082	1	1813
NZ_CP085987.1	1868139	1869113	1	1814
NZ_CP085987.1	1869217	1869732	-1	1815
NZ_CP085987.1	1869710	1870687	-1	1816
NZ_CP085987.1	1870766	1871185	-1	1817
NZ_CP085987.1	1871206	1871676	-1	1818
NZ_CP085987.1	1871765	1872868	-1	1819
NZ_CP085987.1	1872872	1873321	-1	1820
NZ_CP085987.1	1873473	1874012	1	1821
NZ_CP085987.1	1874312	1875175	1	1822
NZ_CP085987.1	1875259	1875366	-1	1823
NZ_CP085987.1	1875804	1876151	-1	1824
NZ_CP085987.1	1876321	1877013	-1	1825
NZ_CP085987.1	1877039	1877404	-1	1826
NZ_CP085987.1	1877552	1878523	-1	1827
NZ_CP085987.1	1878534	1880348	-1	1828
NZ_CP085987.1	1880409	1880741	-1	1829
NZ_CP085987.1	1880764	1881891	-1	1830
NZ_CP085987.1	1882088	1883152	-1	1831
